start,end,valence,arousal,emotion0,emotion1,emotion2,emotion3,emotion4,emotion5,emotion6,emotion7,emotion8
0.0,5.08,633.1074833869934,487.73542046546936,0.0022511434708232065,0.005800326571972088,0.010003626849346949,0.009393053658231657,0.004522309910481558,0.03972401299764906,0.0,0.0,0.9283055265414955
5.08,9.28,605.6267619132996,485.92889308929443,0.007883671241631016,0.004929936222358356,0.28557918900029494,0.035455232417088846,0.0058660126820562946,0.1698606368742443,0.0,0.0,0.4904253215623262
9.28,12.92,599.5876789093018,515.9589648246765,0.0022832723913722166,0.012144777924839421,0.021809764398398695,0.07299541122850722,0.00836610543717428,0.13151988869764764,0.0,0.0,0.7508807799220605
12.92,17.1,557.1766495704651,444.5851445198059,0.0041541165622625805,0.007798020659801999,0.05314820268527335,0.012469139027891943,0.014636442925987248,0.08973635863920454,0.0,0.0,0.8180577194995784
17.1,22.44,573.6802816390991,448.6634135246277,0.008974369567257702,0.0038916652348106027,0.022079296291846826,0.02146870445139236,0.004318924597619273,0.019836669681537106,0.0,0.0,0.9194303701755361
22.44,26.64,582.1942090988159,451.3024687767029,0.032668910665808126,0.006362984372964135,0.45083114153173676,0.004754034299575689,0.0015082362688784686,0.45040472990633956,0.0,0.0,0.053469962954697255
26.64,30.64,661.9983315467834,657.711386680603,0.0024825727957595496,0.01637455816081044,0.510395525341122,0.041449319445797904,0.01124794591538997,0.012171952948385061,0.0,0.0,0.4058781253927351
30.64,34.96,555.3592443466187,478.2857894897461,0.005164431504242709,0.012444672406551845,0.003961446303156136,0.010608484234818895,0.0074447688170665655,0.014574861425438177,0.0,0.0,0.9458013353087257
34.96,64.8,712.3541235923767,511.0020041465759,0.0012437177441816639,0.006891073992726145,0.655774953710807,0.008315877267703348,0.003198973789900137,0.058979901026465664,0.0,0.0,0.26559550246821606
